MIC001;MIC002;MIC004;MIC006;MIC007;MIC008;MIC009;MIC010;MIC011;MIC012;MIC0014;MIC015;MIC016;MIC017;MIC018;MIC019;MIC022;MIC025;MIC027;MIC028;MIC029;MIC032;MIC033;MIC034;MIC035;MIC036;MIC037;MIC038;MIC042;MIC043;MIC044;MIC045;MIC046;MIC047;MIC048;MIC050;MIC051;MIC052;MIC053;MIC054;MIC055;MIC056;MIC058;MIC059;MIC060;MIC061;MIC062;MIC063;MIC064;MIC066;MIC067;MIC068;MIC069;MIC071;MIC072;MIC073;MIC074;MIC075;MIC076;MIC077;MIC078;MIC080;MIC081;MIC082;MIC083;MIC084;MIC085;MIC087;MIC088;MIC089;MIC090;TAXONOMY
0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;44;0;0;0;0;0;"Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;"Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas diminuta_A"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas sp000335735"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium sp002256425"
0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Geminicoccus;Geminicoccus roseus"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;"Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;Reyranella sp016467395"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;8;0;49;42;0;0;0;0;0;4;0;0;0;0;0;0;0;"Alphaproteobacteria;Rhizobiales_A;Rhizobiaceae_A;Pseudochrobactrum;Pseudochrobactrum asaccharolyticum"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea;Bosea sp900112185"
0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Enterovirga;Enterovirga sp013044135"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium;Methylobacterium organophilum"
